sku_id,nome_produto,categoria,subcategoria,fornecedor_id,lead_time_reposicao,custo_unitario,preco_venda_sugerido,estoque_fisico,estoque_reservado,estoque_disponivel,ponto_pedido,data_ultima_entrada,status_disponibilidade,shelf_life_dias,volume_m3,capital_imobilizado_custo,capital_potencial_venda,spread_markup_sugerido,em_risco_ruptura,is_descontinuado
SKU-02231,Kit Skincare Luxo Vermelho,Beleza,Kit Skincare,FORN-045,10,316.16,850.31,372,3,369,42,2024-01-13,Em Estoque,716,0.203,116663.04,313764.39,2.69,False,False
SKU-02232,Vela Aromática Edição Limitada Dourado,Lifestyle,Vela Aromática,FORN-029,54,207.8,489.09,445,76,369,146,2024-04-05,Em Estoque,448,0.1798,76678.2,180474.21,2.35,False,False
SKU-02233,Sombra Premium Azul,Beleza,Sombra,FORN-068,10,90.38,165.81,240,48,192,53,2023-02-11,Em Estoque,590,0.1218,17352.96,31835.52,1.83,False,False
SKU-02234,Almofada Moderno Nude,Lifestyle,Almofada,FORN-087,11,106.58,273.48,314,43,271,83,2023-04-18,Em Estoque,448,0.1609,28883.18,74113.08,2.57,False,False
SKU-02235,Luminária Oversize Vermelho,Lifestyle,Luminária,FORN-100,56,95.39,224.35,262,62,200,65,2023-01-05,Em Estoque,448,0.0464,19078.0,44870.0,2.35,False,False
SKU-02236,Kit Chá Moderno Vermelho,Lifestyle,Kit Chá,FORN-086,11,104.15,290.44,85,11,74,109,2025-08-07,Estoque Crítico,448,0.3602,7707.1,21492.56,2.79,True,False
SKU-02237,Porta-Retrato Sport Azul,Lifestyle,Porta-Retrato,FORN-037,13,191.77,479.97,306,8,298,119,2025-07-01,Em Estoque,448,0.2905,57147.46,143031.06,2.5,False,False
SKU-02238,Camiseta Slim Prata,Moda,Camiseta,FORN-067,58,170.61,537.81,23,1,22,49,2024-05-10,Estoque Crítico,448,0.4621,3753.42,11831.82,3.15,True,False
SKU-02239,Condicionador Exclusivo Nude,Beleza,Condicionador,FORN-081,51,272.5,660.15,314,46,268,81,2023-08-14,Em Estoque,203,0.3001,73030.0,176920.2,2.42,False,False
SKU-02240,Batom Slim Verde,Beleza,Batom,FORN-082,48,25.5,55.08,251,31,220,79,2024-07-19,Em Estoque,685,0.3966,5610.0,12117.6,2.16,False,False
SKU-02241,Garrafa Térmica Exclusivo Dourado,Lifestyle,Garrafa Térmica,FORN-099,13,355.23,991.35,402,114,288,93,2023-09-19,Descontinuado,448,0.1665,102306.24,285508.8,2.79,False,True
SKU-02242,Base Líquida Exclusivo Azul,Beleza,Base Líquida,FORN-057,13,323.56,674.53,230,56,174,33,2025-09-25,Em Estoque,422,0.4884,56299.44,117368.22,2.08,False,False
SKU-02243,Shorts Oversize Preto,Moda,Shorts,FORN-078,11,213.08,551.95,561,82,479,24,2023-04-02,Em Estoque,448,0.2858,102065.32,264384.05,2.59,False,False
SKU-02244,Esfoliante Edição Limitada Rosa,Beleza,Esfoliante,FORN-051,14,381.87,712.05,476,56,420,86,2023-06-09,Em Estoque,517,0.0892,160385.4,299061.0,1.86,False,False
SKU-02245,Calça Jeans Urban Verde,Moda,Calça Jeans,FORN-050,46,332.57,800.51,959,23,936,63,2024-05-14,Em Estoque,448,0.1915,311285.52,749277.36,2.41,False,False
SKU-02246,Shorts Artesanal Preto,Moda,Shorts,FORN-028,12,172.9,398.72,470,31,439,30,2024-02-06,Em Estoque,448,0.4064,75903.1,175038.08,2.31,False,False
SKU-02247,Jaqueta Sport Nude,Moda,Jaqueta,FORN-088,11,285.53,904.12,564,128,436,27,2025-10-21,Descontinuado,448,0.3941,124491.08,394196.32,3.17,False,True
SKU-02248,Blusa de Tricô Exclusivo Nude,Moda,Blusa de Tricô,FORN-029,51,102.34,185.2,556,102,454,10,2023-04-17,Em Estoque,448,0.3749,46462.36,84080.8,1.81,False,False
SKU-02249,Vela Aromática Clássico Nude,Lifestyle,Vela Aromática,FORN-044,12,93.35,226.83,54,0,54,27,2023-05-26,Em Estoque,448,0.2334,5040.9,12248.82,2.43,False,False
SKU-02250,Carteira Oversize Prata,Acessórios,Carteira,FORN-008,57,304.12,804.86,46,9,37,85,2025-10-25,Estoque Crítico,448,0.2896,11252.44,29779.82,2.65,True,False
SKU-02251,Moletom Urban Verde,Moda,Moletom,FORN-005,56,147.7,372.34,687,151,536,66,2025-07-18,Em Estoque,448,0.2513,79167.2,199574.24,2.52,False,False
SKU-02252,Kit Chá Básico Dourado,Lifestyle,Kit Chá,FORN-001,13,24.36,51.1,485,37,448,62,2025-03-25,Em Estoque,448,0.4792,10913.28,22892.8,2.1,False,False
SKU-02253,Sombra Delicado Verde,Beleza,Sombra,FORN-003,12,369.0,1004.86,307,54,253,31,2023-10-08,Em Estoque,323,0.038,93357.0,254229.58,2.72,False,False
SKU-02254,Camisa Social Oversize Bege,Moda,Camisa Social,FORN-018,46,233.76,726.34,790,10,780,23,2023-08-28,Em Estoque,448,0.4679,182332.8,566545.2,3.11,False,False
SKU-02255,Óleo Corporal Exclusivo Prata,Beleza,Óleo Corporal,FORN-045,11,78.71,182.48,276,0,276,109,2024-02-03,Em Estoque,365,0.4527,21723.96,50364.48,2.32,False,False
SKU-02256,Porta-Retrato Sport Preto,Lifestyle,Porta-Retrato,FORN-084,8,368.4,1175.74,303,47,256,28,2024-06-16,Em Estoque,448,0.0848,94310.4,300989.44,3.19,False,False
SKU-02257,Moletom Premium Branco,Moda,Moletom,FORN-070,47,361.7,964.86,134,14,120,66,2023-01-06,Em Estoque,448,0.2923,43404.0,115783.2,2.67,False,False
SKU-02258,Kit Chá Artesanal Bege,Lifestyle,Kit Chá,FORN-008,58,319.45,624.16,404,36,368,97,2025-07-18,Em Estoque,448,0.2529,117557.6,229690.88,1.95,False,False
SKU-02259,Base Líquida Luxo Preto,Beleza,Base Líquida,FORN-075,57,260.64,655.03,0,0,0,150,2023-05-12,Ruptura,347,0.0454,0.0,0.0,2.51,True,False
SKU-02260,Camiseta Luxo Azul,Moda,Camiseta,FORN-055,45,217.17,488.18,280,71,209,13,2024-05-24,Em Estoque,448,0.2041,45388.53,102029.62,2.25,False,False
SKU-02261,Regata Sport Branco,Moda,Regata,FORN-089,14,209.83,370.04,39,8,31,70,2024-07-19,Estoque Crítico,448,0.1635,6504.73,11471.24,1.76,True,False
SKU-02262,Blusa de Tricô Premium Vermelho,Moda,Blusa de Tricô,FORN-002,14,278.44,824.02,340,64,276,18,2024-03-23,Em Estoque,448,0.1319,76849.44,227429.52,2.96,False,False
SKU-02263,Kit Skincare Exclusivo Azul,Beleza,Kit Skincare,FORN-088,14,262.32,803.56,178,36,142,20,2024-05-05,Em Estoque,460,0.04,37249.44,114105.52,3.06,False,False
SKU-02264,Camisa Social Urban Preto,Moda,Camisa Social,FORN-038,14,156.45,483.1,666,110,556,55,2024-04-22,Em Estoque,448,0.2673,86986.2,268603.6,3.09,False,False
SKU-02265,Condicionador Edição Limitada Nude,Beleza,Condicionador,FORN-011,14,326.44,624.28,49,6,43,83,2024-03-17,Estoque Crítico,590,0.0626,14036.92,26844.04,1.91,True,False
SKU-02266,Cinto Sport Vermelho,Acessórios,Cinto,FORN-067,55,241.33,391.66,494,99,395,43,2025-08-13,Em Estoque,448,0.3795,95325.35,154705.7,1.62,False,False
SKU-02267,Condicionador Sport Prata,Beleza,Condicionador,FORN-052,58,22.99,43.76,305,66,239,42,2024-07-18,Em Estoque,602,0.2421,5494.61,10458.64,1.9,False,False
SKU-02268,Moletom Oversize Vermelho,Moda,Moletom,FORN-021,60,303.48,884.47,464,93,371,137,2023-04-03,Em Estoque,448,0.0746,112591.08,328138.37,2.91,False,False
SKU-02269,Vestido Moderno Verde,Moda,Vestido,FORN-020,55,334.57,744.23,728,190,538,143,2025-05-20,Em Estoque,448,0.0322,179998.66,400395.74,2.22,False,False
SKU-02270,Blusa de Tricô Luxo Preto,Moda,Blusa de Tricô,FORN-044,7,23.14,50.35,749,84,665,60,2023-04-24,Em Estoque,448,0.1368,15388.1,33482.75,2.18,False,False
SKU-02271,Bolsa de Couro Oversize Nude,Acessórios,Bolsa de Couro,FORN-080,8,129.5,238.16,76,4,72,41,2023-10-03,Em Estoque,448,0.4608,9324.0,17147.52,1.84,False,False
SKU-02272,Creme Hidratante Sport Azul,Beleza,Creme Hidratante,FORN-093,6,321.28,656.52,357,82,275,29,2024-01-26,Em Estoque,677,0.2565,88352.0,180543.0,2.04,False,False
SKU-02273,Jaqueta Urban Dourado,Moda,Jaqueta,FORN-062,14,309.58,570.19,552,24,528,39,2024-09-05,Em Estoque,448,0.1093,163458.24,301060.32,1.84,False,False
SKU-02274,Kit Skincare Luxo Prata,Beleza,Kit Skincare,FORN-011,13,61.44,99.83,21,6,15,108,2023-05-06,Estoque Crítico,598,0.1726,921.6,1497.45,1.62,True,False
SKU-02275,Condicionador Artesanal Vermelho,Beleza,Condicionador,FORN-028,15,146.35,352.16,231,36,195,98,2023-07-07,Em Estoque,487,0.2516,28538.25,68671.2,2.41,False,False
SKU-02276,Óculos de Sol Moderno Dourado,Acessórios,Óculos de Sol,FORN-081,49,139.54,289.22,95,4,91,92,2023-06-04,Estoque Crítico,448,0.0347,12698.14,26319.02,2.07,True,False
SKU-02277,Perfume Urban Prata,Beleza,Perfume,FORN-097,7,230.34,490.58,127,16,111,96,2024-04-18,Em Estoque,371,0.2559,25567.74,54454.38,2.13,False,False
SKU-02278,Sérum Facial Slim Dourado,Beleza,Sérum Facial,FORN-051,12,185.36,567.97,362,5,357,146,2023-09-18,Em Estoque,486,0.1612,66173.52,202765.29,3.06,False,False
SKU-02279,Planta Artificial Sustentável Branco,Lifestyle,Planta Artificial,FORN-093,15,69.17,179.93,160,13,147,28,2025-04-23,Em Estoque,448,0.2782,10167.99,26449.71,2.6,False,False
SKU-02280,Base Líquida Oversize Bege,Beleza,Base Líquida,FORN-051,7,56.21,148.83,246,37,209,31,2024-05-08,Descontinuado,304,0.0086,11747.89,31105.47,2.65,False,True
SKU-02281,Creme Hidratante Slim Verde,Beleza,Creme Hidratante,FORN-019,14,319.61,816.92,476,78,398,100,2025-08-10,Em Estoque,389,0.1076,127204.78,325134.16,2.56,False,False
SKU-02282,Kit Skincare Luxo Dourado,Beleza,Kit Skincare,FORN-013,6,279.74,609.8,116,15,101,80,2025-08-06,Em Estoque,658,0.0152,28253.74,61589.8,2.18,False,False
SKU-02283,Camiseta Sport Azul,Moda,Camiseta,FORN-082,54,105.99,220.72,614,182,432,148,2025-06-27,Em Estoque,448,0.2073,45787.68,95351.04,2.08,False,False
SKU-02284,Regata Exclusivo Prata,Moda,Regata,FORN-012,12,214.46,361.56,727,207,520,43,2023-06-19,Em Estoque,448,0.2501,111519.2,188011.2,1.69,False,False
SKU-02285,Saia Edição Limitada Azul,Moda,Saia,FORN-066,7,206.6,425.92,46,3,43,64,2023-03-06,Estoque Crítico,448,0.0939,8883.8,18314.56,2.06,True,False
SKU-02286,Brinco Slim Prata,Acessórios,Brinco,FORN-006,59,25.24,58.58,351,15,336,89,2025-12-17,Em Estoque,448,0.1988,8480.64,19682.88,2.32,False,False
SKU-02287,Blush Sustentável Dourado,Beleza,Blush,FORN-033,45,194.44,379.91,197,26,171,100,2024-01-01,Em Estoque,322,0.0819,33249.24,64964.61,1.95,False,False
SKU-02288,Óculos de Sol Básico Bege,Acessórios,Óculos de Sol,FORN-088,15,224.73,403.05,424,54,370,138,2024-09-06,Em Estoque,448,0.3953,83150.1,149128.5,1.79,False,False
SKU-02289,Porta-Retrato Edição Limitada Rosa,Lifestyle,Porta-Retrato,FORN-091,51,247.5,474.23,5,1,4,102,2025-10-27,Estoque Crítico,448,0.216,990.0,1896.92,1.92,True,False
SKU-02290,Camiseta Edição Limitada Vermelho,Moda,Camiseta,FORN-085,57,32.34,65.88,360,12,348,56,2023-05-21,Em Estoque,448,0.1036,11254.32,22926.24,2.04,False,False
SKU-02291,Legging Slim Nude,Moda,Legging,FORN-072,6,62.74,152.67,316,55,261,99,2023-03-09,Em Estoque,448,0.0155,16375.14,39846.87,2.43,False,False
SKU-02292,Protetor Solar Sustentável Prata,Beleza,Protetor Solar,FORN-088,6,200.06,546.57,157,35,122,67,2024-05-21,Em Estoque,277,0.0425,24407.32,66681.54,2.73,False,False
SKU-02293,Óleo Corporal Artesanal Verde,Beleza,Óleo Corporal,FORN-047,13,326.47,893.09,293,33,260,52,2023-10-08,Em Estoque,382,0.4608,84882.2,232203.4,2.74,False,False
SKU-02294,Moletom Moderno Vermelho,Moda,Moletom,FORN-044,14,208.69,497.14,472,126,346,131,2024-06-19,Em Estoque,448,0.3944,72206.74,172010.44,2.38,False,False
SKU-02295,Protetor Solar Luxo Rosa,Beleza,Protetor Solar,FORN-012,12,117.6,300.23,299,44,255,66,2025-01-18,Em Estoque,484,0.0904,29988.0,76558.65,2.55,False,False
SKU-02296,Porta-Retrato Moderno Azul,Lifestyle,Porta-Retrato,FORN-078,14,24.93,72.25,434,103,331,39,2024-01-02,Em Estoque,448,0.0419,8251.83,23914.75,2.9,False,False
SKU-02297,Óleo Corporal Slim Prata,Beleza,Óleo Corporal,FORN-001,9,127.56,357.04,211,32,179,137,2025-03-25,Em Estoque,193,0.0444,22833.24,63910.16,2.8,False,False
SKU-02298,Lenço Edição Limitada Branco,Acessórios,Lenço,FORN-050,53,333.7,909.82,9,1,8,32,2024-08-08,Estoque Crítico,448,0.2656,2669.6,7278.56,2.73,True,False
SKU-02299,Mochila Sustentável Nude,Acessórios,Mochila,FORN-074,57,195.48,385.07,231,23,208,19,2025-11-13,Em Estoque,448,0.4007,40659.84,80094.56,1.97,False,False
SKU-02300,Kit Chá Clássico Vermelho,Lifestyle,Kit Chá,FORN-040,8,276.36,467.44,260,49,211,122,2023-05-12,Em Estoque,448,0.235,58311.96,98629.84,1.69,False,False
SKU-02301,Relógio de Parede Oversize Verde,Lifestyle,Relógio de Parede,FORN-088,12,254.86,471.78,448,125,323,129,2023-02-04,Em Estoque,448,0.1548,82319.78,152384.94,1.85,False,False
SKU-02302,Blush Urban Dourado,Beleza,Blush,FORN-027,15,327.18,905.72,435,105,330,11,2025-07-17,Em Estoque,700,0.2764,107969.4,298887.6,2.77,False,False
SKU-02303,Esfoliante Urban Prata,Beleza,Esfoliante,FORN-054,47,33.27,93.49,175,43,132,131,2023-06-17,Em Estoque,480,0.4148,4391.64,12340.68,2.81,False,False
SKU-02304,Pulseira Luxo Vermelho,Acessórios,Pulseira,FORN-036,9,355.81,598.36,195,12,183,48,2024-07-27,Em Estoque,448,0.2127,65113.23,109499.88,1.68,False,False
SKU-02305,Caderno Artesanal Vermelho,Lifestyle,Caderno,FORN-034,55,216.93,574.72,198,24,174,76,2025-11-09,Em Estoque,448,0.3725,37745.82,100001.28,2.65,False,False
SKU-02306,Top Delicado Azul,Moda,Top,FORN-036,12,364.71,1087.44,1053,66,987,74,2023-06-08,Em Estoque,448,0.0857,359968.77,1073303.28,2.98,False,False
SKU-02307,Perfume Sport Rosa,Beleza,Perfume,FORN-087,13,252.23,530.62,116,16,100,95,2023-04-15,Em Estoque,537,0.1405,25223.0,53062.0,2.1,False,False
SKU-02308,Bolsa de Couro Delicado Dourado,Acessórios,Bolsa de Couro,FORN-068,5,162.35,397.98,101,23,78,146,2024-07-19,Estoque Crítico,448,0.0951,12663.3,31042.44,2.45,True,False
SKU-02309,Difusor Moderno Vermelho,Lifestyle,Difusor,FORN-077,57,135.12,376.25,21,5,16,80,2023-08-08,Estoque Crítico,448,0.2298,2161.92,6020.0,2.78,True,False
SKU-02310,Shorts Básico Verde,Moda,Shorts,FORN-001,11,103.0,298.42,723,7,716,90,2023-01-26,Em Estoque,448,0.0714,73748.0,213668.72,2.9,False,False
SKU-02311,Protetor Solar Luxo Prata,Beleza,Protetor Solar,FORN-058,58,98.27,297.3,473,101,372,129,2024-11-14,Em Estoque,583,0.432,36556.44,110595.6,3.03,False,False
SKU-02312,Garrafa Térmica Moderno Bege,Lifestyle,Garrafa Térmica,FORN-063,8,332.45,835.31,242,33,209,38,2024-10-05,Em Estoque,448,0.3546,69482.05,174579.79,2.51,False,False
SKU-02313,Almofada Luxo Branco,Lifestyle,Almofada,FORN-007,6,28.04,73.05,223,5,218,133,2025-02-22,Em Estoque,448,0.1646,6112.72,15924.9,2.61,False,False
SKU-02314,Perfume Slim Nude,Beleza,Perfume,FORN-060,12,235.0,552.47,265,25,240,70,2023-07-03,Em Estoque,400,0.4448,56400.0,132592.8,2.35,False,False
SKU-02315,Esfoliante Oversize Rosa,Beleza,Esfoliante,FORN-091,60,220.68,427.37,174,1,173,98,2025-11-22,Descontinuado,658,0.0155,38177.64,73935.01,1.94,False,True
SKU-02316,Perfume Sustentável Verde,Beleza,Perfume,FORN-056,12,42.98,74.63,433,30,403,50,2025-03-08,Em Estoque,588,0.4613,17320.94,30075.89,1.74,False,False
SKU-02317,Chapéu Básico Bege,Acessórios,Chapéu,FORN-025,12,195.45,426.52,330,75,255,143,2024-11-04,Em Estoque,448,0.483,49839.75,108762.6,2.18,False,False
SKU-02318,Pulseira Sustentável Vermelho,Acessórios,Pulseira,FORN-065,12,23.41,71.79,258,1,257,135,2025-02-25,Descontinuado,448,0.4015,6016.37,18450.03,3.07,False,True
SKU-02319,Esfoliante Oversize Branco,Beleza,Esfoliante,FORN-004,58,121.58,291.01,494,116,378,145,2023-09-22,Em Estoque,455,0.2566,45957.24,110001.78,2.39,False,False
SKU-02320,Camiseta Moderno Rosa,Moda,Camiseta,FORN-067,56,195.73,448.73,336,88,248,11,2024-05-20,Em Estoque,448,0.0932,48541.04,111285.04,2.29,False,False
SKU-02321,Camiseta Moderno Branco,Moda,Camiseta,FORN-058,52,320.91,916.97,484,109,375,136,2025-09-11,Em Estoque,448,0.2518,120341.25,343863.75,2.86,False,False
SKU-02322,Shorts Slim Preto,Moda,Shorts,FORN-071,13,270.42,822.51,760,6,754,61,2023-11-02,Em Estoque,448,0.4438,203896.68,620172.54,3.04,False,False
SKU-02323,Sombra Luxo Verde,Beleza,Sombra,FORN-020,58,255.34,727.71,63,11,52,50,2023-11-02,Em Estoque,591,0.1912,13277.68,37840.92,2.85,False,False
SKU-02324,Camisa Social Luxo Bege,Moda,Camisa Social,FORN-032,10,342.88,767.8,271,31,240,17,2024-10-21,Em Estoque,448,0.4018,82291.2,184272.0,2.24,False,False
SKU-02325,Camiseta Delicado Bege,Moda,Camiseta,FORN-088,12,99.22,184.68,1043,311,732,101,2023-02-18,Em Estoque,448,0.1639,72629.04,135185.76,1.86,False,False
SKU-02326,Vestido Moderno Branco,Moda,Vestido,FORN-086,13,73.21,121.7,709,132,577,42,2023-05-17,Em Estoque,448,0.3911,42242.17,70220.9,1.66,False,False
SKU-02327,Jaqueta Premium Verde,Moda,Jaqueta,FORN-039,13,129.4,299.85,528,124,404,124,2023-10-26,Em Estoque,448,0.3745,52277.6,121139.4,2.32,False,False
SKU-02328,Legging Oversize Verde,Moda,Legging,FORN-031,13,335.35,737.63,86,15,71,47,2025-04-25,Em Estoque,448,0.0699,23809.85,52371.73,2.2,False,False
SKU-02329,Óculos de Sol Artesanal Verde,Acessórios,Óculos de Sol,FORN-013,13,150.45,450.34,186,41,145,129,2025-07-25,Em Estoque,448,0.2634,21815.25,65299.3,2.99,False,False
SKU-02330,Caderno Oversize Nude,Lifestyle,Caderno,FORN-006,52,40.38,97.77,294,54,240,94,2024-05-24,Em Estoque,448,0.1945,9691.2,23464.8,2.42,False,False
SKU-02331,Caderno Premium Rosa,Lifestyle,Caderno,FORN-066,13,127.06,353.62,453,83,370,17,2025-10-05,Em Estoque,448,0.1448,47012.2,130839.4,2.78,False,False
SKU-02332,Vela Aromática Moderno Verde,Lifestyle,Vela Aromática,FORN-004,59,374.46,846.56,476,92,384,98,2024-10-23,Em Estoque,448,0.4671,143792.64,325079.04,2.26,False,False
SKU-02333,Óleo Corporal Exclusivo Prata,Beleza,Óleo Corporal,FORN-010,46,212.96,583.27,339,19,320,124,2024-06-10,Em Estoque,688,0.467,68147.2,186646.4,2.74,False,False
SKU-02334,Camisa Social Luxo Bege,Moda,Camisa Social,FORN-048,9,354.17,633.24,222,18,204,83,2025-10-26,Em Estoque,448,0.2418,72250.68,129180.96,1.79,False,False
SKU-02335,Sérum Facial Premium Dourado,Beleza,Sérum Facial,FORN-008,54,352.18,1066.52,307,36,271,150,2024-10-23,Em Estoque,451,0.4611,95440.78,289026.92,3.03,False,False
SKU-02336,Difusor Edição Limitada Vermelho,Lifestyle,Difusor,FORN-017,51,277.54,595.45,215,62,153,40,2023-06-12,Em Estoque,448,0.1724,42463.62,91103.85,2.15,False,False
SKU-02337,Vestido Delicado Dourado,Moda,Vestido,FORN-056,12,120.13,333.33,21,0,21,49,2023-08-05,Estoque Crítico,448,0.3401,2522.73,6999.93,2.77,True,False
SKU-02338,Protetor Solar Delicado Branco,Beleza,Protetor Solar,FORN-037,10,380.41,1030.72,103,8,95,36,2024-11-27,Descontinuado,527,0.1422,36138.95,97918.4,2.71,False,True
SKU-02339,Perfume Moderno Rosa,Beleza,Perfume,FORN-046,56,256.55,548.49,425,93,332,121,2023-02-14,Em Estoque,399,0.1026,85174.6,182098.68,2.14,False,False
SKU-02340,Relógio de Parede Sustentável Vermelho,Lifestyle,Relógio de Parede,FORN-054,46,232.99,664.42,182,48,134,11,2024-12-19,Em Estoque,448,0.2519,31220.66,89032.28,2.85,False,False
SKU-02341,Vela Aromática Slim Azul,Lifestyle,Vela Aromática,FORN-011,12,53.74,164.29,348,60,288,92,2023-02-21,Em Estoque,448,0.2289,15477.12,47315.52,3.06,False,False
SKU-02342,Moletom Exclusivo Vermelho,Moda,Moletom,FORN-006,52,350.73,936.16,989,265,724,139,2025-06-21,Em Estoque,448,0.4898,253928.52,677779.84,2.67,False,False
SKU-02343,Blusa de Tricô Delicado Prata,Moda,Blusa de Tricô,FORN-026,47,55.28,121.12,565,103,462,82,2023-01-20,Em Estoque,448,0.3433,25539.36,55957.44,2.19,False,False
SKU-02344,Garrafa Térmica Artesanal Vermelho,Lifestyle,Garrafa Térmica,FORN-032,12,243.23,461.14,1,0,1,149,2025-11-15,Estoque Crítico,448,0.2599,243.23,461.14,1.9,True,False
SKU-02345,Carteira Exclusivo Prata,Acessórios,Carteira,FORN-079,8,220.72,453.21,480,115,365,143,2023-07-25,Em Estoque,448,0.2027,80562.8,165421.65,2.05,False,False
SKU-02346,Almofada Luxo Bege,Lifestyle,Almofada,FORN-095,5,226.6,470.96,358,11,347,57,2024-03-24,Em Estoque,448,0.218,78630.2,163423.12,2.08,False,False
SKU-02347,Máscara de Cílios Sport Vermelho,Beleza,Máscara de Cílios,FORN-040,9,342.33,688.85,331,71,260,59,2025-03-25,Em Estoque,624,0.2038,89005.8,179101.0,2.01,False,False
SKU-02348,Condicionador Urban Verde,Beleza,Condicionador,FORN-067,47,279.58,693.21,227,38,189,79,2025-10-06,Em Estoque,270,0.1537,52840.62,131016.69,2.48,False,False
SKU-02349,Mochila Luxo Nude,Acessórios,Mochila,FORN-028,14,254.31,543.19,47,12,35,93,2024-07-13,Estoque Crítico,448,0.1562,8900.85,19011.65,2.14,True,False
SKU-02350,Camisa Social Slim Preto,Moda,Camisa Social,FORN-020,57,321.05,813.33,11,3,8,78,2025-07-13,Estoque Crítico,448,0.2097,2568.4,6506.64,2.53,True,False
SKU-02351,Lenço Básico Branco,Acessórios,Lenço,FORN-085,50,339.12,855.42,404,18,386,72,2025-11-21,Em Estoque,448,0.3232,130900.32,330192.12,2.52,False,False
SKU-02352,Regata Sustentável Bege,Moda,Regata,FORN-024,46,106.09,205.01,497,69,428,23,2024-11-23,Em Estoque,448,0.2578,45406.52,87744.28,1.93,False,False
SKU-02353,Creme Hidratante Sport Prata,Beleza,Creme Hidratante,FORN-042,60,210.55,354.22,135,21,114,93,2025-07-22,Em Estoque,640,0.3316,24002.7,40381.08,1.68,False,False
SKU-02354,Relógio de Parede Delicado Verde,Lifestyle,Relógio de Parede,FORN-059,13,166.44,446.59,27,5,22,96,2023-12-05,Estoque Crítico,448,0.4584,3661.68,9824.98,2.68,True,False
SKU-02355,Blush Urban Vermelho,Beleza,Blush,FORN-034,53,377.44,763.32,495,106,389,67,2023-08-02,Em Estoque,624,0.1782,146824.16,296931.48,2.02,False,False
SKU-02356,Colar Clássico Preto,Acessórios,Colar,FORN-008,54,77.35,245.13,261,55,206,123,2024-08-23,Em Estoque,448,0.185,15934.1,50496.78,3.17,False,False
SKU-02357,Blusa de Tricô Básico Nude,Moda,Blusa de Tricô,FORN-012,14,388.98,838.7,748,104,644,105,2025-02-08,Em Estoque,448,0.4397,250503.12,540122.8,2.16,False,False
SKU-02358,Sérum Facial Exclusivo Branco,Beleza,Sérum Facial,FORN-081,53,395.78,1211.05,426,47,379,138,2024-07-14,Em Estoque,681,0.3361,150000.62,458987.95,3.06,False,False
SKU-02359,Vela Aromática Delicado Rosa,Lifestyle,Vela Aromática,FORN-017,51,97.69,171.28,205,2,203,139,2025-02-24,Em Estoque,448,0.0226,19831.07,34769.84,1.75,False,False
SKU-02360,Máscara de Cílios Artesanal Branco,Beleza,Máscara de Cílios,FORN-068,9,152.84,464.68,335,99,236,85,2025-07-12,Em Estoque,201,0.1675,36070.24,109664.48,3.04,False,False
SKU-02361,Camiseta Sport Bege,Moda,Camiseta,FORN-045,14,255.77,448.39,115,13,102,91,2025-04-02,Em Estoque,448,0.4338,26088.54,45735.78,1.75,False,False
SKU-02362,Blush Sport Verde,Beleza,Blush,FORN-016,52,35.26,60.75,304,19,285,45,2023-07-18,Em Estoque,385,0.4117,10049.1,17313.75,1.72,False,False
SKU-02363,Saia Moderno Bege,Moda,Saia,FORN-006,54,113.42,292.1,454,22,432,55,2024-07-14,Em Estoque,448,0.4281,48997.44,126187.2,2.58,False,False
SKU-02364,Jaqueta Edição Limitada Branco,Moda,Jaqueta,FORN-053,10,149.11,243.87,864,166,698,94,2024-03-14,Em Estoque,448,0.0703,104078.78,170221.26,1.64,False,False
SKU-02365,Jaqueta Edição Limitada Dourado,Moda,Jaqueta,FORN-096,5,74.71,206.08,764,191,573,121,2025-08-02,Em Estoque,448,0.0024,42808.83,118083.84,2.76,False,False
SKU-02366,Base Líquida Delicado Branco,Beleza,Base Líquida,FORN-023,6,285.17,497.93,196,29,167,61,2023-04-12,Em Estoque,372,0.2876,47623.39,83154.31,1.75,False,False
SKU-02367,Legging Moderno Preto,Moda,Legging,FORN-081,56,123.6,253.5,596,20,576,117,2024-08-27,Em Estoque,448,0.2217,71193.6,146016.0,2.05,False,False
SKU-02368,Vestido Luxo Branco,Moda,Vestido,FORN-091,52,32.19,65.48,405,52,353,145,2024-11-22,Em Estoque,448,0.0561,11363.07,23114.44,2.03,False,False
SKU-02369,Legging Premium Rosa,Moda,Legging,FORN-009,15,364.25,771.04,312,4,308,90,2023-01-20,Em Estoque,448,0.1429,112189.0,237480.32,2.12,False,False
SKU-02370,Garrafa Térmica Moderno Vermelho,Lifestyle,Garrafa Térmica,FORN-026,52,22.48,53.3,395,47,348,87,2023-08-23,Em Estoque,448,0.0024,7823.04,18548.4,2.37,False,False
SKU-02371,Almofada Básico Vermelho,Lifestyle,Almofada,FORN-099,9,108.65,335.35,16,1,15,34,2024-01-27,Estoque Crítico,448,0.4834,1629.75,5030.25,3.09,True,False
SKU-02372,Camiseta Básico Bege,Moda,Camiseta,FORN-044,14,84.45,256.53,229,60,169,33,2024-11-27,Em Estoque,448,0.1877,14272.05,43353.57,3.04,False,False
SKU-02373,Blush Edição Limitada Nude,Beleza,Blush,FORN-057,10,33.99,87.25,252,30,222,71,2023-12-03,Em Estoque,535,0.3608,7545.78,19369.5,2.57,False,False
